assembly_bio_sample_accession	scientific_name	taxonomic_group	genus	family	order	class	taxon_rank	pacbio	nanopore	project	assembly_id_pri	assembly_id_alt	contig_n50_pri	contig_n50_alt	scaffold_n50_pri	scaffold_n50_alt	assembly_name_pri	assembly_name_alt	gcf_pri	gcf_alt	assembly_span_pri	assembly_span_alt	assembly_level_pri	assembly_level_alt	scientific_name_for_timetree
SAMN37790936	Cololabis saira	ray-finned fish	Cololabis	Belonidae	Beloniformes	Actinopteri	species	true	false	Other EBP	GCA_040207315.1	GCA_040207305.1	3440043	3397759	48275678	47467747	fColSai1.2.hap1	fColSai1.2.hap2	NA	NA	1142929705	1122055619	Chromosome	Chromosome	Cololabis saira
SAMN37797016	Lithobates pipiens	amphibian	Lithobates	Ranidae	Anura	Amphibia	species	true	false	CBP	GCA_037367395.1	GCA_037356315.1	5395217	5470313	NA	NA	aLitPip1_p1.0	aLitPip1_a1.0	NA	NA	5897899108	5736262501	Contig	Contig	Lithobates pipiens
SAMN37797017	Pantherophis spiloides	reptile	Pantherophis	Colubridae	Squamata	Lepidosauria	species	true	false	CBP	GCA_037575465.1	GCA_037575665.1	66322725	66322324	NA	NA	rPanSpi1_p1.0	rPanSpi1_a1.0	NA	NA	1791409153	1784724287	Contig	Contig	Pantherophis spiloides
SAMN37797018	Chrysemys picta marginata	reptile	Chrysemys	Emydidae	Testudines	NA	subspecies	true	false	CBP	GCA_037418315.1	GCA_037418295.1	50665466	51253807	NA	NA	rChrPic1_p1.0	rChrPic1_a1.0	NA	NA	2411147875	2293808573	Contig	Contig	Chrysemys picta marginata
SAMN37797019	Graptemys geographica	reptile	Graptemys	Emydidae	Testudines	NA	species	true	false	CBP	GCA_037349215.1	GCA_037349195.1	107021855	110901750	NA	NA	rGraGeo1_p1.0	rGraGeo1_a1.0	NA	NA	2275203840	2223546721	Contig	Contig	Graptemys geographica
SAMN37797020	Chelydra serpentina	reptile	Chelydra	Chelydridae	Testudines	NA	species	true	false	CBP	GCA_037349315.1	GCA_037349245.1	47384726	49719375	NA	NA	rCheSer1_p1.0	rCheSer1_a1.0	NA	NA	2284326156	2164341356	Contig	Contig	Chelydra serpentina
SAMN37797021	Chrysemys picta bellii	reptile	Chrysemys	Emydidae	Testudines	NA	subspecies	true	false	CBP	GCA_037349265.1	GCA_037356295.1	53806790	58797220	NA	NA	rChrPic2_p1.0	rChrPic2_a1.0	NA	NA	2416161480	2306790276	Contig	Contig	Chrysemys picta bellii
SAMN37908444	Phoxinus phoxinus	ray-finned fish	Phoxinus	Leuciscidae	Cypriniformes	Actinopteri	species	true	false	Euro-Fish	GCA_037504845.1	GCA_037504875.1	4586804	3852692	36599732	36381605	fPhoPho.hap2	fPhoPho.hap1	NA	NA	929446345	939831526	Chromosome	Chromosome	Phoxinus phoxinus
SAMN38285717	Carcharodon carcharias	cartilaginous fish	Carcharodon	Alopiidae	Lamniformes	Chondrichthyes	species	true	false	CCGP	GCA_036900835.1	GCA_036900845.1	2473122	2374768	144352171	145525050	sCarCar3.0.hap2	sCarCar3.0.hap1	NA	NA	4882599846	5376851817	Scaffold	Scaffold	Carcharodon carcharias
SAMN38891892	Columba livia	bird	Columba	Columbidae	Columbiformes	Aves	species	true	false	VGP	GCA_036013475.2	GCA_036010775.2	14042120	17433930	68980706	68652091	bColLiv1.pat.W.v2	bColLiv1.mat.v2	GCF_036013475.1	NA	1325566026	1181506259	Chromosome	Chromosome	Columba livia
SAMN38891902	Heptranchias perlo	cartilaginous fish	Heptranchias	Hexanchidae	Hexanchiformes	Chondrichthyes	species	true	false	VGP	GCA_035084215.1	GCA_035084135.2	4905566	5515303	66821466	71728118	sHepPer1.hap1	sHepPer1.hap2	GCF_035084215.1	NA	3249915908	3087787698	Chromosome	Chromosome	Heptranchias perlo
SAMN39150572	Eleutherodactylus coqui	amphibian	Eleutherodactylus	Eleutherodactylidae	Anura	Amphibia	species	true	false	VGP	GCA_035609145.1	GCA_035609135.1	10388966	10012006	277440397	286577258	aEleCoq1.hap1	aEleCoq1.hap2	GCF_035609145.1	NA	3371297528	3362534901	Chromosome	Chromosome	Eleutherodactylus coqui
SAMN39156054	Hydrolagus colliei	cartilaginous fish	Hydrolagus	Chimaeridae	Chimaeriformes	Chondrichthyes	species	true	false	VGP	GCA_035084275.1	GCA_035084065.1	1059761	1033090	42627691	31073818	sHydCol1.hap2	sHydCol1.hap1	NA	NA	1003172678	1097847766	Chromosome	Chromosome	Hydrolagus colliei
SAMN39181024	Ammospiza maritima maritima	bird	Ammospiza	Passerellidae	Passeriformes	Aves	subspecies	true	false	VGP	GCA_036010785.1	GCA_036010685.1	8735889	1068236	67791739	1068236	bAmmMar1.pri	bAmmMar1.alt	NA	NA	1397839254	1368496753	Chromosome	Scaffold	Ammospiza maritima
SAMN39187339	Xenopus petersii	amphibian	Xenopus	Pipidae	Anura	Amphibia	species	true	false	VGP	GCA_038501925.1	GCA_038501915.1	15294995	8630839	160347489	145598121	aXenPet1.paternal.cur	aXenPet1.maternal.cur	NA	NA	2883778474	2613116200	Chromosome	Chromosome	Xenopus petersii
SAMN39244120	Pelobates fuscus	amphibian	Pelobates	Pelobatidae	Anura	Amphibia	species	true	false	VGP	GCA_036172585.1	GCA_036172575.1	6499071	5891766	381959662	384564927	aPelFus1.hap1	aPelFus1.hap2	NA	NA	3573895713	3577925131	Scaffold	Scaffold	Pelobates fuscus
SAMN39255856	Passer domesticus	bird	Passer	Passeridae	Passeriformes	Aves	species	true	false	VGP	GCA_036417665.1	GCA_036417895.1	20590000	15030081	83066519	74917897	bPasDom1.hap1	bPasDom1.hap2	GCF_036417665.1	NA	1310114252	1260479385	Chromosome	Chromosome	Passer domesticus
SAMN39256628	Caloenas nicobarica	bird	Caloenas	Columbidae	Columbiformes	Aves	species	true	false	VGP	GCA_036013445.1	GCA_036010745.1	25101800	24693610	79699707	107988563	bCalNic1.hap1	bCalNic1.hap2	GCF_036013445.1	NA	1285834579	1197404482	Chromosome	Chromosome	Caloenas nicobarica
SAMN39257886	Apteryx mantelli	bird	Apteryx	Apterygidae	Apterygiformes	Aves	species	true	false	VGP	GCA_036417845.1	GCA_036417975.1	19797665	15312369	88095958	88126246	bAptMan1.hap1	bAptMan1.hap2	GCF_036417845.1	NA	1504396159	1593539360	Chromosome	Chromosome	Apteryx mantelli
SAMN39262816	Dromaius novaehollandiae	bird	Dromaius	Dromaiidae	Casuariiformes	Aves	species	true	false	VGP	GCA_036370855.1	GCA_036417515.1	24239989	21059541	77929039	78348880	bDroNov1.hap1	bDroNov1.hap2	GCF_036370855.1	NA	1468706110	1359162908	Chromosome	Chromosome	Dromaius novaehollandiae
SAMN39296380	Camelus dromedarius	mammal	Camelus	Camelidae	Artiodactyla	Mammalia	species	true	false	VGP	GCA_036321535.1	GCA_036321565.1	31216184	28900355	72991593	70331411	mCamDro1.pat	mCamDro1.hap2	GCF_036321535.1	NA	2306603094	2086495379	Chromosome	Chromosome	Camelus dromedarius
SAMN39296383	Chlamydotis macqueenii	bird	Chlamydotis	Otididae	Otidiformes	Aves	species	true	false	VGP	GCA_036418225.1	GCA_036417535.1	29084237	25335467	84298225	84623986	bChlMac1.pat	bChlMac1.mat	NA	NA	1106587813	1273916401	Chromosome	Chromosome	Chlamydotis macqueenii
SAMN39296386	Equus caballus	mammal	Equus	Equidae	Perissodactyla	Mammalia	species	true	false	VGP	GCA_036426135.1	GCA_036418255.1	43557573	37695881	90406661	88315369	mEquCab1.pat	mEquCab1.mat	NA	NA	2596720901	2331848197	Chromosome	Chromosome	Equus caballus
SAMN39325148	Narcine bancroftii	cartilaginous fish	Narcine	Narcinidae	Torpediniformes	Chondrichthyes	species	true	false	VGP	GCA_036971175.1	GCA_036971445.1	5005593	5195315	258892457	257710454	sNarBan1.hap2	sNarBan1.hap1	NA	NA	3110263114	3328432768	Chromosome	Chromosome	Narcine bancroftii
SAMN39404770	Equus przewalskii	mammal	Equus	Equidae	Perissodactyla	Mammalia	species	false	true	Other	GCA_037783145.1	GCA_037783155.1	25995503	25989936	85145959	85125050	EquPr2	EquPr2	NA	NA	2499640368	2499175760	Chromosome	Chromosome	Equus przewalskii
SAMN39432692	Heterodontus francisci	cartilaginous fish	Heterodontus	Heterodontidae	Heterodontiformes	Chondrichthyes	species	true	false	VGP	GCA_036365525.1	GCA_036365495.1	3418954	3485302	90140832	97904885	sHetFra1.hap1	sHetFra1.hap2	GCF_036365525.1	NA	6013048672	5196885747	Chromosome	Chromosome	Heterodontus francisci
SAMN39643085	Amia calva	ray-finned fish	Amia	Amiidae	Amiiformes	Actinopteri	species	true	false	VGP	GCA_036373705.1	GCA_036365475.1	17465777	20343451	44181238	41848062	fAmiCal2.hap1	fAmiCal2.hap2	GCF_036373705.1	NA	989103751	958875937	Chromosome	Chromosome	Amia calva
SAMN39657083	Mixophyes fleayi	amphibian	Mixophyes	Limnodynastidae	Anura	Amphibia	species	true	false	VGP	GCA_038048845.1	GCA_038048865.1	4050021	4482390	346624570	343394132	aMixFle1.hap1	aMixFle1.hap2	NA	NA	2969628263	2876209288	Chromosome	Chromosome	Mixophyes fleayi
SAMN39710062	Clemmys guttata	reptile	Clemmys	Emydidae	Testudines	NA	species	true	false	CBP	GCA_040208425.1	GCA_040208395.1	109339599	108421626	NA	NA	rCleGut1_a1.0	rCleGut1_p1.0	NA	NA	2270902309	2286362633	Contig	Contig	Clemmys guttata
SAMN39710063	Buteo regalis	bird	Buteo	Accipitridae	Accipitriformes	Aves	species	true	false	CBP	GCA_037951015.1	GCA_037954475.1	35970857	24988937	NA	NA	bButReg1_p1.0	bButReg1_a1.0	NA	NA	1295022542	1270420132	Contig	Contig	Buteo regalis
SAMN39710064	Marmota vancouverensis	mammal	Marmota	Sciuridae	Rodentia	Mammalia	species	true	false	CBP	GCA_040207195.1	GCA_040207255.1	73269274	66661095	NA	NA	mMarVan1_a1.0	mMarVan1_p1.0	NA	NA	2385560758	2499975999	Contig	Contig	Marmota vancouverensis
SAMN39710065	Lithobates septentrionalis	amphibian	Lithobates	Ranidae	Anura	Amphibia	species	true	false	CBP	GCA_037952835.1	GCA_037952795.1	3139341	3155935	NA	NA	aLitSep1_p1.0	aLitSep1_a1.0	NA	NA	7098362355	7033038199	Contig	Contig	Lithobates septentrionalis
SAMN39710066	Lithobates clamitans	amphibian	Lithobates	Ranidae	Anura	Amphibia	species	true	false	CBP	GCA_037952925.1	GCA_037952905.1	4403197	4368602	NA	NA	aLitCla1_p1.0	aLitCla1_a1.0	NA	NA	6355615356	6282789423	Contig	Contig	Lithobates clamitans
SAMN39710067	Aquarana catesbeiana	amphibian	Aquarana	Ranidae	Anura	Amphibia	species	true	false	CBP	GCA_037953035.1	GCA_037952965.1	4266899	4270000	NA	NA	aLitCat1_p1.0	aLitCat1_a1.0	NA	NA	6623812341	6569421866	Contig	Contig	Aquarana catesbeiana
SAMN39710068	Clethrionomys rutilus	mammal	Clethrionomys	Cricetidae	Rodentia	Mammalia	species	true	false	CBP	GCA_040207285.1	GCA_040207245.1	42196457	30717254	NA	NA	mMyoRut1_p1.0	mMyoRut1_a1.0	NA	NA	2399565154	2541911871	Contig	Contig	Clethrionomys rutilus
SAMN39710078	Mergus octosetaceus	bird	Mergus	Anatidae	Anseriformes	Aves	species	true	false	VGP	GCA_036873955.1	GCA_036850655.1	10800487	10490917	83836255	77730658	bMerOct1.hap1	bMerOct1.hap2	NA	NA	1245774584	1213885900	Chromosome	Chromosome	Mergus octosetaceus
SAMN39736529	Fundulus diaphanus	ray-finned fish	Fundulus	Fundulidae	Cyprinodontiformes	Actinopteri	species	true	false	VGP	GCA_037039145.1	GCA_037038625.1	11036555	8236268	57717734	57021853	fFunDia1.hap1	fFunDia1.hap2	NA	NA	1351812078	1329922595	Chromosome	Chromosome	Fundulus diaphanus
SAMN39894136	Microtus pennsylvanicus	mammal	Microtus	Cricetidae	Rodentia	Mammalia	species	true	false	VGP	GCA_037038515.1	GCA_037039175.1	47175454	63584353	125308425	118374433	mMicPen1.hap1	mMicPen1.hap2	NA	NA	2369119668	2156400253	Chromosome	Chromosome	Microtus pennsylvanicus
SAMN39947078	Rhynchonycteris naso	mammal	Rhynchonycteris	Emballonuridae	Chiroptera	Mammalia	species	true	false	VGP	GCA_037038555.1	GCA_037038545.1	108301702	86271459	288038771	286991050	mRhyNas2.hap2	mRhyNas2.hap1	NA	NA	2296372838	2455049845	Chromosome	Chromosome	Rhynchonycteris naso
SAMN40002245	Molossus alvarezi	mammal	Molossus	Molossidae	Chiroptera	Mammalia	species	true	false	VGP	GCA_037176705.1	GCA_037157525.1	69284146	63410948	113334338	112651663	mMolAlv2.hap2	mMolAlv2.hap1	NA	NA	2504806577	2478667944	Chromosome	Chromosome	Molossus alvarezi
SAMN40002246	Molossus nigricans	mammal	Molossus	Molossidae	Chiroptera	Mammalia	species	true	false	VGP	GCA_039880945.1	GCA_039880925.1	74731956	73223485	114338547	112648841	mMolNig1.hap1	mMolNig1.hap2	NA	NA	2567086694	2394902263	Chromosome	Chromosome	Molossus nigricans
SAMN40002247	Artibeus lituratus	mammal	Artibeus	Phyllostomidae	Chiroptera	Mammalia	species	true	false	VGP	GCA_038363175.2	GCA_038363095.2	60386740	65515378	164085409	160301290	mArtLit1.hap2	mArtLit.hap1	NA	NA	2096453601	2311600757	Chromosome	Chromosome	Artibeus lituratus
SAMN40002248	Artibeus intermedius	mammal	Artibeus	Phyllostomidae	Chiroptera	Mammalia	species	true	false	VGP	GCA_038363225.1	GCA_038363145.1	74638333	60026580	167574344	160430197	mArtInt1.hap2	mArtInt1.hap1	NA	NA	2080478059	2293600955	Chromosome	Chromosome	Artibeus intermedius
SAMN40018840	Patagioenas fasciata	bird	Patagioenas	Columbidae	Columbiformes	Aves	species	true	false	VGP	GCA_036971685.1	GCA_037038585.1	17514312	18036418	71505812	70091812	bPatFas1.hap2	bPatFas1.hap1	GCF_036971685.1	NA	1410041145	1194961845	Chromosome	Chromosome	Patagioenas fasciata
SAMN40082097	Lophius americanus	ray-finned fish	Lophius	Lophiidae	Lophiiformes	Actinopteri	species	true	false	CBP	GCA_037951165.1	GCA_037951125.1	4555137	5409439	NA	NA	fLopAme1_p1.0	fLopAme1_a1.0	NA	NA	748973283	730751459	Contig	Contig	Lophius americanus
SAMN40144551	Anolis sagrei	reptile	Anolis	Dactyloidae	Squamata	Lepidosauria	species	true	false	VGP	GCA_037176765.1	GCA_037176775.1	43146625	40158202	249210491	274775750	rAnoSag1.mat	rAnoSag1.pat	GCF_037176765.1	NA	1950830970	1727284250	Chromosome	Chromosome	Anolis sagrei
SAMN40289871	Lathamus discolor	bird	Lathamus	Psittacidae	Psittaciformes	Aves	species	true	false	VGP	GCA_037157495.1	GCA_037157625.1	19972387	25138706	126105786	129024758	bLatDis1.hap1	bLatDis1.hap2	GCF_037157495.1	NA	1241003407	1123412812	Chromosome	Chromosome	Lathamus discolor
SAMN40302865	Rhinophrynus dorsalis	amphibian	Rhinophrynus	Rhinophrynidae	Anura	Amphibia	species	true	false	VGP	GCA_037306005.1	GCA_037306015.1	12994863	12716842	565843407	532500216	aRhiDor1.hap1	aRhiDor1.hap2	NA	NA	4745552136	4535323468	Chromosome	Chromosome	Rhinophrynus dorsalis
SAMN40455320	Microcebus murinus	mammal	Microcebus	Cheirogaleidae	Primates	Mammalia	species	true	false	Other	GCA_040939455.1	GCA_040939475.1	29388066	26442096	NA	NA	Inina_MMUR_h1	Inina_MMUR_h2	NA	NA	2355180403	2336857792	Contig	Contig	Microcebus murinus
SAMN40462367	Brosme brosme	ray-finned fish	Brosme	Lotidae	Gadiformes	Actinopteri	species	true	false	CBP	GCA_040955175.1	GCA_040955155.1	322731	157414	NA	NA	fBroBro1_a1.1	fBroBro1_p1.1	NA	NA	750926069	548452899	Contig	Contig	Brosme brosme
SAMN40647018	Cyprinella venusta	ray-finned fish	Cyprinella	Leuciscidae	Cypriniformes	Actinopteri	species	true	false	VGP	GCA_038021265.1	GCA_038024135.1	1527672	1550857	35356608	35217774	fCypVen1.hap1	fCypVen1.hap2	NA	NA	918162819	928701130	Chromosome	Chromosome	Cyprinella venusta
SAMN40647026	Sarcoramphus papa	bird	Sarcoramphus	Cathartidae	Accipitriformes	Aves	species	true	false	VGP	GCA_037962945.1	GCA_037950955.1	40899883	30635722	96420541	87061668	bSarPap1.hap1	bSarPap1.hap2	NA	NA	1543931415	1469241744	Chromosome	Chromosome	Sarcoramphus papa
SAMN40725982	Sorex ornatus	mammal	Sorex	Soricidae	Eulipotyphla	Mammalia	species	true	false	CCGP	GCA_041430695.1	GCA_041430635.1	15899521	19322863	115205878	113643214	mSorOrn1.0.p	mSorOrn1.0.a	NA	NA	2814766708	2788702286	Scaffold	Scaffold	Sorex ornatus
SAMN40867348	Osmerus mordax	ray-finned fish	Osmerus	Osmeridae	Osmeriformes	Actinopteri	species	true	false	VGP	GCA_038355195.1	GCA_038355625.1	607895	68327	18699972	NA	fOsmMor3.pri	fOsmMor3.standard.alt	GCF_038355195.1	NA	497673479	420089129	Chromosome	Contig	Osmerus mordax
SAMN40946060	Glossophaga mutica	mammal	Glossophaga	Phyllostomidae	Chiroptera	Mammalia	species	true	false	VGP	GCA_039655065.1	GCA_039656995.1	77027013	72101253	169732090	169568502	mGloMut1.hap1	mGloMut1.hap2	NA	NA	2159891327	2156622230	Chromosome	Chromosome	Glossophaga mutica
SAMN41018448	Amazona ochrocephala	bird	Amazona	Psittacidae	Psittaciformes	Aves	species	true	false	VGP	GCA_039720435.1	GCA_039720425.1	14879228	14697220	92674118	74103573	bAmaOch1.hap1	bAmaOch1.hap2	NA	NA	1361896792	1356986306	Chromosome	Chromosome	Amazona ochrocephala
SAMN41085506	Aegotheles albertisi	bird	Aegotheles	Aegothelidae	Caprimulgiformes	Aves	species	true	false	VGP	GCA_039906565.1	GCA_039906465.1	9620782	9598869	46898397	46606928	bAegAlb1.hap1	bAegAlb1.hap2	NA	NA	1167479976	1051698180	Chromosome	Chromosome	Aegotheles albertisi
SAMN41143300	Anaxyrus boreas	amphibian	Anaxyrus	Bufonidae	Anura	Amphibia	species	true	false	CCGP	GCA_041430395.1	GCA_041430415.1	2844713	2897973	646048006	635942436	aAnaBor1.0.p	aAnaBor1.0.a	NA	NA	5278819005	5200656067	Scaffold	Scaffold	Anaxyrus boreas
SAMN41151139	Foetorepus agassizii	ray-finned fish	Foetorepus	Callionymidae	Syngnathiformes	Actinopteri	species	true	false	CBP	GCA_040954885.1	GCA_040954855.1	20466301	14862479	NA	NA	fFoeAga1_p1.1	fFoeAga1_a1.1	NA	NA	679200816	668941889	Contig	Contig	Foetorepus agassizii
SAMN41151141	Liparis gibbus	ray-finned fish	Liparis	Liparidae	Perciformes	Actinopteri	species	true	false	CBP	GCA_040955785.1	GCA_040955725.1	778627	590126	NA	NA	fLipGib1_a1.1	fLipGib1_p1.1	NA	NA	580480166	677781152	Contig	Contig	Liparis gibbus
SAMN41151144	Cryptacanthodes maculatus	ray-finned fish	Cryptacanthodes	Cryptacanthodidae	Perciformes	Actinopteri	species	true	false	CBP	GCA_040955065.1	GCA_040955035.1	6167623	5529297	NA	NA	fCryMac1_a1.1	fCryMac1_p1.1	NA	NA	680210108	733691138	Contig	Contig	Cryptacanthodes maculatus
SAMN41151145	Eumicrotremus spinosus	ray-finned fish	Eumicrotremus	Cyclopteridae	Perciformes	Actinopteri	species	true	false	CBP	GCA_040955625.1	GCA_040955675.1	242132	238604	NA	NA	fEumSpi2_a1.1	fEumSpi2_p1.1	NA	NA	544230004	618595390	Contig	Contig	Eumicrotremus spinosus
SAMN41151146	Polymixia lowei	ray-finned fish	Polymixia	Polymixiidae	Polymixiiformes	Actinopteri	species	true	false	CBP	GCA_040436115.1	GCA_040436095.1	2287155	2420911	NA	NA	fPolLow1_p1.1	fPolLow1_a1.1	NA	NA	664881487	658108773	Contig	Contig	Polymixia lowei
SAMN41155128	Ascaphus truei	amphibian	Ascaphus	Ascaphidae	Anura	Amphibia	species	true	false	VGP	GCA_040206685.1	GCA_040206675.1	981472	971055	424004025	396163443	aAscTru1.hap1	aAscTru1.hap2	NA	NA	3722616900	3660446095	Chromosome	Chromosome	Ascaphus truei
SAMN41155427	Lepisosteus oculatus	ray-finned fish	Lepisosteus	Lepisosteidae	Semionotiformes	Actinopteri	species	true	false	VGP	GCA_040954835.1	GCA_040954845.1	20019514	16908595	47769348	46677710	fLepOcu1.hap2	fLepOcu1.hap1	NA	NA	1200589847	1110649520	Chromosome	Chromosome	Lepisosteus oculatus
SAMN41253346	Chaetodon trifascialis	ray-finned fish	Chaetodon	Chaetodontidae	Chaetodontiformes	Actinopteri	species	true	false	VGP	GCA_039877785.1	GCA_039877575.1	21327470	18002130	29139200	28164111	fChaTrf1.hap1	fChaTrf1.hap2	NA	NA	662489023	664933391	Chromosome	Chromosome	Chaetodon trifascialis
SAMN41253798	Excalfactoria chinensis	bird	Excalfactoria	Phasianidae	Galliformes	Aves	species	true	false	VGP	GCA_039878825.1	GCA_039878515.1	7816141	6812677	86361526	86245886	bCotChi1.hap2	bCotChi1.hap1	NA	NA	966847183	974500481	Chromosome	Chromosome	Excalfactoria chinensis
SAMN41253811	Pseudorca crassidens	mammal	Pseudorca	Delphinidae	Artiodactyla	Mammalia	species	true	false	VGP	GCA_039906515.1	GCA_039906525.1	58817648	60000724	110095734	110370934	mPseCra1.hap1	mPseCra1.hap2	GCF_039906515.1	NA	2674592094	2678530964	Chromosome	Chromosome	Pseudorca crassidens
SAMN41386043	Capra hircus	mammal	Capra	Bovidae	Artiodactyla	Mammalia	species	true	true	Other	GCA_041053135.1	GCA_040970035.1	103458567	102486474	103458567	109452762	T2T-goat2.0P	T2T-goat2.0M	NA	NA	2709871256	2805112026	Chromosome	Chromosome	Capra hircus
SAMN41430840	Lepus timidus	mammal	Lepus	Leporidae	Lagomorpha	Mammalia	species	true	false	Other EBP	GCA_040893755.1	GCA_040893245.2	5114768	4885811	126936470	125755317	mLepTim1.1_al	mLepTim1.1_pri	NA	NA	2556802277	2695287872	Chromosome	Chromosome	Lepus timidus
SAMN41679874	Symphurus diomedeanus	ray-finned fish	Symphurus	Cynoglossidae	Pleuronectiformes	Actinopteri	species	true	false	CBP	GCA_041228455.1	GCA_041228445.1	21098590	17411463	NA	NA	fSymDio1_p1.1	fSymDio1_a1.1	NA	NA	861165660	683235692	Contig	Contig	Symphurus diomedeanus
SAMN42123890	Struthio camelus	bird	Struthio	Struthionidae	Struthioniformes	Aves	species	true	false	VGP	GCA_040807025.1	GCA_040807015.1	28829471	28538747	84633522	74711726	bStrCam1.hap1	bStrCam1.hap2	NA	NA	1452018929	1383056266	Chromosome	Chromosome	Struthio camelus
SAMN42463661	Engystomops pustulosus	amphibian	Engystomops	Leptodactylidae	Anura	Amphibia	species	true	false	VGP	GCA_040894005.1	GCA_040894015.1	21805561	14365456	214838416	190347786	aEngPut4.maternal	aEngPut4.paternal	NA	NA	2158203323	2081032022	Chromosome	Chromosome	Engystomops pustulosus
