scientific_name	assembly_id	gcf	assembly_category	assembly_bio_sample_accession	assembly_name	contig_n50	scaffold_n50	last_updated	taxon_id	taxon_rank	assembly_id_no_version	version	synonym	tolid_prefix	common_name	subspecies	species	genus	family	order	class	qv_score	assigned_percent	assembly_span	ungapped_span	contig_l50	scaffold_l50	contig_count	scaffold_count	chromosome_count	sequence_count	gc_percent	n_percent	source_accession	bioproject	assembly_level	sample_sex	refseq_category	submitter	gene_count	protein_count	busco_completeness	busco_lineage	busco_string	project	assembly_bio_project_accession	assembly_sequencing_tech	pacbio	nanopore	taxonomic_group
Cervus elaphus	GCA_910594005.1	GCF_910594005.1	pri	SAMEA7523520	mCerEla1.1	68741660	83473711	2021-07-07	9860	species	GCA_910594005	1	[""Cervus vulgaris""]	[""mCerEla""]	[""Red deer""]	NA	Cervus elaphus	Cervus	Cervidae	Artiodactyla	Mammalia	NA	NA	2886603524	2886593124	17	13	184	144	34	144	42.98	0	NA	PRJEB40665;PRJEB43510;PRJEB45171;PRJEB45838;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	37348	22941	96.1	cetartiodactyla_odb10	C:96.1%[S:92.8%,D:3.3%],F:1.1%,M:2.8%,n:13335	VGP	PRJEB45838	NA	unknown	unknown	mammal
Cervus elaphus	GCA_910593805.1	NA	alt	SAMEA7523520	mCerEla1.1 alternate haplotype	2236403	2259288	2021-07-07	9860	species	GCA_910593805	1	NA	NA	NA	NA	Cervus elaphus	Cervus	Cervidae	Artiodactyla	Mammalia	NA	NA	2903978491	2903967491	371	369	4043	4021	NA	4021	44	NA	NA	PRJEB40665;PRJEB43510;PRJEB45171;PRJEB45837;PRJNA489243;PRJNA533106	Scaffold	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB45837	NA	unknown	unknown	mammal
Caprimulgus europaeus	GCA_907165065.1	NA	pri	SAMEA7524394	bCapEur3.1	30622946	82614289	2021-05-17	111811	species	GCA_907165065	1	[""Caprimulgus europaeus""]	[""bCapEur""]	[""European Nightjar""]	NA	Caprimulgus europaeus	Caprimulgus	Caprimulgidae	Caprimulgiformes	Aves	NA	99.33	1177791212	1177765377	11	6	274	121	37	121	41.93	0	NA	PRJEB40665;PRJEB43510;PRJEB44540;PRJEB44830;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	97.4	aves_odb10	C:97.4%[S:96.9%,D:0.6%],F:0.5%,M:2.1%,n:8338	VGP	PRJEB44540	NA	unknown	unknown	bird
Caprimulgus europaeus	GCA_907165095.1	NA	alt	SAMEA7524394	bCapEur3.1 alternate haplotype	763177	763177	2021-05-15	111811	species	GCA_907165095	1	[""nightjar""]	NA	NA	NA	Caprimulgus europaeus	Caprimulgus	Caprimulgidae	Caprimulgiformes	Aves	NA	NA	1051868380	1051865080	384	384	2527	2502	NA	2502	42	NA	NA	PRJEB40665;PRJEB43510;PRJEB44541;PRJEB44830;PRJNA489243;PRJNA533106	Scaffold	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB44541	NA	unknown	unknown	bird
Trachurus trachurus	GCA_905171665.2	NA	pri	SAMEA7524396	fTraTra1.2	6490592	35447499	2021-11-26	36212	species	GCA_905171665	2	[""Trachurus trachurus""]	[""fTraTra""]	[""Atlantic horse mackerel""]	NA	Trachurus trachurus	Trachurus	Carangidae	Carangiformes	Actinopteri	NA	98.69	801227381	801198219	35	11	374	152	24	152	41.94	0	NA	PRJEB40665;PRJEB42172;PRJEB42240;PRJEB43510;PRJNA489243;PRJNA533106	Chromosome	NOT PROVIDED	representative genome	Wellcome Sanger Institute	NA	NA	98.6	actinopterygii_odb10	C:98.6%[S:97.8%,D:0.8%],F:0.3%,M:1.1%,n:3640	VGP	PRJEB42172	NA	unknown	unknown	bony fish
Trachurus trachurus	GCA_905171655.2	NA	alt	SAMEA7524396	fTraTra1.2 alternate haplotype	1575933	1647680	2021-11-26	36212	species	GCA_905171655	2	[""Scomber trachurus""]	NA	NA	NA	Trachurus trachurus	Trachurus	Carangidae	Carangiformes	Actinopteri	NA	NA	797027743	797022816	146	143	1123	1049	NA	1049	42	NA	NA	PRJEB40665;PRJEB42173;PRJEB42240;PRJEB43510;PRJNA489243;PRJNA533106	Scaffold	NOT PROVIDED	NA	Wellcome Sanger Institute	NA	NA	NA	NA	NA	VGP	PRJEB42173	NA	unknown	unknown	bony fish
Meles meles	GCA_922984935.2	NA	pri	SAMEA7524400	mMelMel3.2 paternal haplotype	75210923	132955750	2022-03-23	9662	species	GCA_922984935	2	[""Ursus meles""]	NA	NA	NA	Meles meles	Meles	Mustelidae	Carnivora	Mammalia	NA	95.16	2738678004	2738654204	12	8	638	537	23	537	42.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB46333;PRJEB49353;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB49353	NA	unknown	unknown	mammal
Meles meles	GCA_922990625.1	NA	alt	SAMEA7524400	mMelMel3.1 maternal haplotype uncurated	65751393	118701898	2021-12-18	9662	species	GCA_922990625	1	[""Meles marianensis""]	[""mMelMel""]	[""Badger""]	NA	Meles meles	Meles	Mustelidae	Carnivora	Mammalia	NA	NA	2692729365	2692715865	14	9	753	726	NA	726	42.47	0	NA	PRJEB40665;PRJEB43510;PRJEB46333;PRJEB49352;PRJNA489243;PRJNA533106	Scaffold	male	NA	WELLCOME SANGER INSTITUTE	NA	NA	95.1	carnivora_odb10	C:95.1%[S:93.0%,D:2.1%],F:0.8%,M:4.1%,n:14502	VGP	PRJEB49352	NA	unknown	unknown	mammal
Apodemus sylvaticus	GCA_947179515.1	GCF_947179515.1	pri	SAMEA7702024	mApoSyl1.1	4449850	120938251	2022-10-28	10129	species	GCA_947179515	1	[""Apodemus hebridensis nesiticus""]	[""mApoSyl""]	[""Wood mouse""]	NA	Apodemus sylvaticus	Apodemus	Muridae	Rodentia	Mammalia	NA	NA	2889785202	2889559585	199	9	1626	497	25	497	41.23	0.01	NA	PRJEB40665;PRJEB43510;PRJEB53556;PRJEB56948;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	34626	22444	96	glires_odb10	C:96.0%[S:95.0%,D:1.0%],F:0.7%,M:3.3%,n:13798	VGP	PRJEB56948	PacBio,Illumina,Arima2	true	false	mammal
Apodemus sylvaticus	GCA_947179525.1	NA	alt	SAMEA7702024	mApoSyl1.1 alternate haplotype	424995	424995	2022-11-01	10129	species	GCA_947179525	1	[""Sylvaemus sylvaticus""]	NA	NA	NA	Apodemus sylvaticus	Apodemus	Muridae	Rodentia	Mammalia	NA	NA	2392986241	2392986207	1683	1683	10863	10861	NA	10861	41.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB53556;PRJEB56947;PRJNA489243;PRJNA533106	Scaffold	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB56947	PacBio,Illumina,Arima2	true	false	mammal
Meleagris gallopavo	GCA_943294205.1	NA	pri	SAMEA7852930	MGAL_WU_HG_1.0_parent2	19817032	71481950	2022-06-24	9103	species	GCA_943294205	1	NA	NA	NA	NA	Meleagris gallopavo	Meleagris	Phasianidae	Galliformes	Aves	NA	93.38	1085657715	1085166758	14	5	675	489	36	489	41.5	NA	NA	PRJEB52875	Chromosome	male	NA	animal breeding and genomics	NA	NA	NA	NA	NA	Other	PRJEB52875	NA	unknown	unknown	bird
Meleagris gallopavo	GCA_943295565.1	NA	alt	SAMEA7852930	MGAL_WU_HG_1.0_parent1	9174806	71046337	2022-06-24	9103	species	GCA_943295565	1	NA	NA	NA	NA	Meleagris gallopavo	Meleagris	Phasianidae	Galliformes	Aves	NA	95.99	1051251094	1050601018	35	5	738	415	36	415	41	NA	NA	PRJEB52874	Chromosome	male	NA	animal breeding and genomics	NA	NA	NA	NA	NA	Other	PRJEB52874	NA	unknown	unknown	bird
Phalacrocorax carbo	GCA_963921805.1	GCF_963921805.1	pri	SAMEA8228692	bPhaCar2.1	4631399	84621172	2024-02-09	9209	species	GCA_963921805	1	[""Phalacrocorax carbo""]	[""bPhaCar""]	[""Great Cormorant""]	NA	Phalacrocorax carbo	Phalacrocorax	Phalacrocoracidae	Suliformes	Aves	NA	NA	1283623959	1283525359	84	5	843	350	36	350	43.46	0.01	NA	PRJEB40665;PRJEB43510;PRJEB70849;PRJEB71801;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	20814	16906	97.1	aves_odb10	C:97.1%[S:96.5%,D:0.6%],F:0.4%,M:2.5%,n:8338	VGP	PRJEB71801	PacBio,Arima2	true	false	bird
Phalacrocorax carbo	GCA_963921815.1	NA	alt	SAMEA8228692	bPhaCar2.1 alternate haplotype	1260484	NA	2024-01-12	9209	species	GCA_963921815	1	[""Pelecanus carbo""]	NA	NA	NA	Phalacrocorax carbo	Phalacrocorax	Phalacrocoracidae	Suliformes	Aves	NA	NA	1164897548	1164897548	285	NA	3116	NA	NA	3116	43.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB70849;PRJEB71802;PRJNA489243;PRJNA533106	Contig	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB71802	PacBio,Arima2	true	false	bird
Accipiter gentilis	GCA_929443795.2	NA	pri	SAMEA8235650	bAccGen1.2	17712854	35025567	2022-10-27	8957	species	GCA_929443795	2	[""Falco gentilis""]	NA	NA	NA	Accipiter gentilis	Accipiter	Accipitridae	Accipitriformes	Aves	NA	90.68	1398011397	1397974797	27	15	637	454	40	454	44	NA	NA	PRJEB40665;PRJEB43510;PRJEB48396;PRJEB50702;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB50702	PacBio,Illumina,Arima2	true	false	bird
Accipiter gentilis	GCA_929447715.1	NA	alt	SAMEA8235650	bAccGen1.1 alternate haplotype	704099	704099	2022-02-13	8957	species	GCA_929447715	1	[""Falco gentilis""]	NA	NA	NA	Accipiter gentilis	Accipiter	Accipitridae	Accipitriformes	Aves	NA	NA	1112029929	1112029879	430	430	4486	4484	NA	4484	43.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB48396;PRJEB50703;PRJNA489243;PRJNA533106	Scaffold	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB50703	PacBio,Illumina,Arima2	true	false	bird
Telmatherina bonti	GCA_933228915.1	NA	pri	SAMEA8592627	fTelBon1.1	1254875	41523244	2022-03-23	446457	species	GCA_933228915	1	[""Telmatherina bonti""]	[""fTelBon""]	NA	NA	Telmatherina bonti	Telmatherina	Telmatherinidae	Atheriniformes	Actinopteri	NA	99.72	986023149	985757349	246	12	1474	145	24	145	41.65	0.03	NA	PRJEB40665;PRJEB43510;PRJEB51033;PRJEB51590;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	98	actinopterygii_odb10	C:98.0%[S:97.4%,D:0.6%],F:0.5%,M:1.5%,n:3640	VGP	PRJEB51590	NA	unknown	unknown	bony fish
Telmatherina bonti	GCA_933228925.1	NA	alt	SAMEA8592627	fTelBon1.1 alternate haplotype	323021	NA	2022-03-23	446457	species	GCA_933228925	1	NA	NA	NA	NA	Telmatherina bonti	Telmatherina	Telmatherinidae	Atheriniformes	Actinopteri	NA	NA	781234592	781234592	719	NA	4619	NA	NA	4619	41.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB51033;PRJEB51591;PRJNA489243;PRJNA533106	Contig	male	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB51591	NA	unknown	unknown	bony fish
Thunnus maccoyii	GCA_910596095.1	GCF_910596095.1	pri	SAMEA8654747	fThuMac1.1	26803536	33761101	2021-07-07	8240	species	GCA_910596095	1	[""Thunnus thynnus maccoyii""]	[""fThuMac""]	[""southern bluefin tuna""]	NA	Thunnus maccoyii	Thunnus	Scombridae	Scombriformes	Actinopteri	NA	NA	782407452	782375952	13	11	152	57	24	57	39.73	0	NA	PRJEB45115;PRJEB46021;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	Wellcome Sanger Institute	33655	24659	99.1	actinopterygii_odb10	C:99.1%[S:98.6%,D:0.6%],F:0.4%,M:0.5%,n:3640	VGP	PRJEB46021	NA	unknown	unknown	bony fish
Thunnus maccoyii	GCA_910596085.1	NA	alt	SAMEA8654747	fThuMac1.1 alternate haplotype	2439055	NA	2021-07-07	8240	species	GCA_910596085	1	[""Thynnus maccoyii""]	NA	NA	NA	Thunnus maccoyii	Thunnus	Scombridae	Scombriformes	Actinopteri	NA	NA	782574410	782574410	94	NA	895	NA	NA	895	39.5	NA	NA	PRJEB45115;PRJEB46020;PRJNA489243;PRJNA533106	Contig	male	NA	Wellcome Sanger Institute	NA	NA	NA	NA	NA	VGP	PRJEB46020	NA	unknown	unknown	bony fish
Thunnus albacares	GCA_914725855.2	NA	pri	SAMEA8654749	fThuAlb1.2	26795544	34622995	2023-10-06	8236	species	GCA_914725855	2	[""Germo albacora""]	[""fThuAlb""]	[""Yellowfin tuna""]	NA	Thunnus albacares	Thunnus	Scombridae	Scombriformes	Actinopteri	NA	99.72	792117861	792094561	13	11	139	69	24	69	39.5	NA	NA	PRJEB45170;PRJEB47267;PRJNA489243;PRJNA533106	Chromosome	NOT COLLECTED	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB47267	PacBio,Illumina,Arima	true	false	bony fish
Thunnus albacares	GCA_914744365.2	NA	alt	SAMEA8654749	fThuAlb1.2 alternate haplotype	4118720	NA	2023-10-06	8236	species	GCA_914744365	2	[""Scomber albacares""]	NA	NA	NA	Thunnus albacares	Thunnus	Scombridae	Scombriformes	Actinopteri	NA	NA	786643039	786643039	55	NA	640	NA	NA	640	39.5	NA	NA	PRJEB45170;PRJEB47266;PRJNA489243;PRJNA533106	Contig	NOT COLLECTED	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB47266	PacBio,Illumina,Arima	true	false	bony fish
Nansenia antarctica	GCA_963989245.1	NA	pri	SAMEA8748805	fNanAnt1.1	750607	66745282	2024-03-11	443705	species	GCA_963989245	1	[""Nansenia antarctica""]	[""fNanAnt""]	NA	NA	Nansenia antarctica	Nansenia	Microstomatidae	Argentiniformes	Actinopteri	NA	95.31	1085777971	1085118171	386	7	4475	1176	20	1176	45.21	0.06	NA	PRJEB64098;PRJEB73742;PRJNA489243;PRJNA533106	Chromosome	NOT COLLECTED	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	96.4	actinopterygii_odb10	C:96.4%[S:91.1%,D:5.3%],F:1.1%,M:2.5%,n:3640	VGP	PRJEB73742	PacBio,Arima2	true	false	bony fish
Nansenia antarctica	GCA_963989255.1	NA	alt	SAMEA8748805	fNanAnt1.1 alternate haplotype	237178	238266	2024-03-11	443705	species	GCA_963989255	1	NA	NA	NA	NA	Nansenia antarctica	Nansenia	Microstomatidae	Argentiniformes	Actinopteri	NA	NA	1005279045	1005272045	1043	1042	8972	8937	NA	8937	45	NA	NA	PRJEB64098;PRJEB73743;PRJNA489243;PRJNA533106	Scaffold	NOT COLLECTED	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB73743	PacBio,Arima2	true	false	bony fish
Notolepis coatsorum	GCA_963971535.1	NA	pri	SAMEA8748806	fNotCoa1.1	444000	155911686	2024-03-07	948063	species	GCA_963971535	1	[""Notolepis coatsi""]	[""fNotCoa""]	[""Antarctic jonasfish""]	NA	Notolepis coatsorum	Notolepis	Paralepididae	Aulopiformes	Actinopteri	NA	92.37	3427786127	3424765560	1951	8	21095	5982	20	5982	44.57	0.09	NA	PRJEB70398;PRJEB73539;PRJNA489243;PRJNA533106	Chromosome	NOT COLLECTED	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	92.9	actinopterygii_odb10	C:92.9%[S:88.9%,D:4.0%],F:2.0%,M:5.1%,n:3640	VGP	PRJEB73539	PacBio,Arima2	true	false	bony fish
Notolepis coatsorum	GCA_963971485.1	NA	alt	SAMEA8748806	fNotCoa1.1 alternate haplotype	146774	146774	2024-03-06	948063	species	GCA_963971485	1	[""Notolepis coatsi""]	NA	NA	NA	Notolepis coatsorum	Notolepis	Paralepididae	Aulopiformes	Actinopteri	NA	NA	3043131496	3043131206	5296	5296	36192	36180	NA	36180	44.5	NA	NA	PRJEB70398;PRJEB73540;PRJNA489243;PRJNA533106	Scaffold	NOT COLLECTED	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB73540	PacBio,Arima2	true	false	bony fish
Electrona antarctica	GCA_951216825.1	NA	pri	SAMEA8748807	fEleAnt2.1	1002537	53633514	2023-05-11	206093	species	GCA_951216825	1	[""Scopelus colletti""]	[""fEleAnt""]	NA	NA	Electrona antarctica	Electrona	Myctophidae	Myctophiformes	Actinopteri	NA	88.73	1427425719	1426789919	355	12	5079	1900	24	1900	43.57	0.04	NA	PRJEB60649;PRJEB61834;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	95.9	actinopterygii_odb10	C:95.9%[S:83.1%,D:12.7%],F:1.1%,M:3.1%,n:3640	VGP	PRJEB61834	PacBio,Arima2	true	false	bony fish
Electrona antarctica	GCA_951214905.1	NA	alt	SAMEA8748807	fEleAnt2.1 alternate haplotype	245514	NA	2023-05-08	206093	species	GCA_951214905	1	[""Scopelus antarcticus""]	NA	NA	NA	Electrona antarctica	Electrona	Myctophidae	Myctophiformes	Actinopteri	NA	NA	1301265211	1301265211	1387	NA	11436	NA	NA	11436	43.5	NA	NA	PRJEB60649;PRJEB61833;PRJNA489243;PRJNA533106	Contig	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB61833	PacBio,Arima2	true	false	bony fish
Borostomias antarcticus	GCA_949987555.1	NA	pri	SAMEA8748812	fBorAnt1.1	959230	27266006	2023-05-03	473354	species	GCA_949987555	1	[""Borostomias antarcticus""]	[""fBorAnt""]	[""large-eye snaggletooth""]	NA	Borostomias antarcticus	Borostomias	Stomiidae	Stomiiformes	Actinopteri	NA	87.23	909231230	908705030	219	14	4008	1377	37	1377	46.32	0.06	NA	PRJEB60198;PRJEB61589;PRJNA489243;PRJNA533106	Chromosome	NOT COLLECTED	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	94.5	actinopterygii_odb10	C:94.5%[S:92.1%,D:2.5%],F:1.6%,M:3.8%,n:3640	VGP	PRJEB61589	PacBio,Arima2	true	false	bony fish
Borostomias antarcticus	GCA_949987545.1	NA	alt	SAMEA8748812	fBorAnt1.1 alternate haplotype	404732	NA	2023-04-29	473354	species	GCA_949987545	1	[""Astronesthes antarcticus""]	NA	NA	NA	Borostomias antarcticus	Borostomias	Stomiidae	Stomiiformes	Actinopteri	NA	NA	788134964	788134964	455	NA	5761	NA	NA	5761	46.5	NA	NA	PRJEB60198;PRJEB61590;PRJNA489243;PRJNA533106	Contig	NOT COLLECTED	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB61590	PacBio,Arima2	true	false	bony fish
Orcinus orca	GCA_937001465.1	GCF_937001465.1	pri	SAMEA8800229	mOrcOrc1.1	45583382	114219206	2022-05-03	9733	species	GCA_937001465	1	[""Grampus orca""]	[""mOrcOrc""]	[""Killer whale or orca""]	NA	Orcinus orca	Orcinus	Delphinidae	Artiodactyla	Mammalia	NA	NA	2647335075	2647310639	16	9	570	447	22	447	41.9	0	NA	PRJEB40665;PRJEB43510;PRJEB51334;PRJEB52131;PRJNA1020146;PRJNA489243;PRJNA533106	Chromosome	female	representative genome	WELLCOME SANGER INSTITUTE	31447	19396	95.8	cetartiodactyla_odb10	C:95.8%[S:93.5%,D:2.2%],F:1.0%,M:3.2%,n:13335	VGP	PRJEB52131	NA	unknown	unknown	mammal
Orcinus orca	GCA_937001455.1	NA	alt	SAMEA8800229	mOrcOrc1.1 alternate haplotype	374481	NA	2022-05-01	9733	species	GCA_937001455	1	NA	NA	NA	NA	Orcinus orca	Orcinus	Delphinidae	Artiodactyla	Mammalia	NA	NA	1882900201	1882900201	1338	NA	12410	NA	NA	12410	42	NA	NA	PRJEB40665;PRJEB43510;PRJEB51334;PRJEB52132;PRJNA1020146;PRJNA489243;PRJNA533106	Contig	female	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB52132	NA	unknown	unknown	mammal
Fringilla coelebs	GCA_963513975.1	NA	pri	SAMEA9359753	bFriCoe1.1	3733973	73246393	2023-09-28	37598	species	GCA_963513975	1	[""Fringilla coelebs""]	[""bFriCoe""]	[""Common Chaffinch""]	NA	Fringilla coelebs	Fringilla	Fringillidae	Passeriformes	Aves	NA	90.12	1209226962	1209112362	94	6	1032	459	40	459	44.06	0.01	NA	PRJEB40665;PRJEB43510;PRJEB61919;PRJEB66368;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	96.3	passeriformes_odb10	C:96.3%[S:96.1%,D:0.2%],F:0.7%,M:3.1%,n:10844	VGP	PRJEB66368	PacBio,Arima2	true	false	bird
Fringilla coelebs	GCA_963513985.1	NA	alt	SAMEA9359753	bFriCoe1.1 alternate haplotype	1659618	NA	2023-09-28	37598	species	GCA_963513985	1	NA	NA	NA	NA	Fringilla coelebs	Fringilla	Fringillidae	Passeriformes	Aves	NA	NA	1168325350	1168325350	207	NA	2178	NA	NA	2178	44	NA	NA	PRJEB40665;PRJEB43510;PRJEB61919;PRJEB66367;PRJNA489243;PRJNA533106	Contig	male	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB66367	PacBio,Arima2	true	false	bird
Tetrao urogallus	GCA_951394365.1	NA	pri	SAMEA9654429	bTetUro1.1	1909808	71401156	2023-06-15	100830	species	GCA_951394365	1	[""Tetrao urogallus""]	[""bTetUro""]	[""Western Capercaillie""]	NA	Tetrao urogallus	Tetrao	Phasianidae	Galliformes	Aves	NA	99	1013167347	1012972747	152	5	1290	317	39	317	41.51	0.02	NA	PRJEB40665;PRJEB43510;PRJEB47820;PRJEB57676;PRJEB62070;PRJNA489243;PRJNA533106	Chromosome	male	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	96.6	aves_odb10	C:96.6%[S:96.3%,D:0.3%],F:0.6%,M:2.8%,n:8338	VGP	PRJEB62070	PacBio,Arima2	true	false	bird
Tetrao urogallus	GCA_951394355.1	NA	alt	SAMEA9654429	bTetUro1.1 alternate haplotype	341259	NA	2023-05-13	100830	species	GCA_951394355	1	NA	NA	NA	NA	Tetrao urogallus	Tetrao	Phasianidae	Galliformes	Aves	NA	NA	853786400	853786400	741	NA	5464	NA	NA	5464	41.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB47820;PRJEB57676;PRJEB62069;PRJNA489243;PRJNA533106	Contig	male	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB62069	PacBio,Arima2	true	false	bird
Cinclus cinclus	GCA_963662255.1	GCF_963662255.1	pri	SAMEA9679959	bCinCin1.1	3563180	74357285	2023-12-11	127875	species	GCA_963662255	1	[""Sturnus cinclus""]	NA	NA	NA	Cinclus cinclus	Cinclus	Cinclidae	Passeriformes	Aves	NA	NA	1170837027	1170705427	103	6	935	277	39	277	43	NA	NA	PRJEB40665;PRJEB43510;PRJEB61999;PRJEB68422;PRJNA489243;PRJNA533106	Chromosome	NOT COLLECTED	representative genome	WELLCOME SANGER INSTITUTE	17187	16099	NA	NA	NA	VGP	PRJEB68422	PacBio,Arima2	true	false	bird
Cinclus cinclus	GCA_963662415.1	NA	alt	SAMEA9679959	bCinCin1.1 alternate haplotype	431284	NA	2023-12-07	127875	species	GCA_963662415	1	[""Sturnus cinclus""]	NA	NA	NA	Cinclus cinclus	Cinclus	Cinclidae	Passeriformes	Aves	NA	NA	1055621819	1055621819	725	NA	4724	NA	NA	4724	42.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB61999;PRJEB68421;PRJNA489243;PRJNA533106	Contig	NOT COLLECTED	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB68421	PacBio,Arima2	true	false	bird
Myotis daubentonii	GCA_963259705.1	GCF_963259705.1	pri	SAMEA9921455	mMyoDau2.1	3062752	102234773	2023-08-20	98922	species	GCA_963259705	1	[""Myotis minutellus""]	[""mMyoDau""]	[""Daubenton's bat""]	NA	Myotis daubentonii	Myotis	Vespertilionidae	Chiroptera	Mammalia	NA	NA	2127807131	2127587331	213	7	1220	121	23	121	43.18	0.01	NA	PRJEB40665;PRJEB43510;PRJEB61137;PRJEB65246;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	male	representative genome	WELLCOME SANGER INSTITUTE	32043	21049	95.6	laurasiatheria_odb10	C:95.6%[S:92.5%,D:3.1%],F:0.7%,M:3.7%,n:12234	VGP	PRJEB65246	PacBio,Arima2	true	false	mammal
Myotis daubentonii	GCA_963242275.1	NA	alt	SAMEA9921455	mMyoDau2.1 alternate haplotype	975345	NA	2023-08-20	98922	species	GCA_963242275	1	[""Vespertilio daubentonii""]	NA	NA	NA	Myotis daubentonii	Myotis	Vespertilionidae	Chiroptera	Mammalia	NA	NA	1938252784	1938252784	606	NA	4930	NA	NA	4930	43.5	NA	NA	PRJEB40665;PRJEB43510;PRJEB61137;PRJEB65247;PRJNA489243;PRJNA489245;PRJNA533106	Contig	male	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB65247	PacBio,Arima2	true	false	mammal
Pipistrellus pygmaeus	GCA_949987585.1	NA	pri	SAMEA9921456	mPipPyg2.1	54047000	89507134	2023-05-01	246814	species	GCA_949987585	1	[""Pipistrellus pygmaeus""]	[""mPipPyg""]	[""Soprano pipistrelle""]	NA	Pipistrellus pygmaeus	Pipistrellus	Vespertilionidae	Chiroptera	Mammalia	NA	97.35	1895108501	1895076484	14	7	403	242	23	242	42.66	0	NA	PRJEB40665;PRJEB43510;PRJEB61049;PRJEB61581;PRJNA489243;PRJNA489245;PRJNA533106	Chromosome	male	representative genome	WELLCOME SANGER INSTITUTE	NA	NA	95.2	laurasiatheria_odb10	C:95.2%[S:93.6%,D:1.6%],F:0.6%,M:4.2%,n:12234	VGP	PRJEB61581	PacBio,Arima2	true	false	mammal
Pipistrellus pygmaeus	GCA_949987765.1	NA	alt	SAMEA9921456	mPipPyg2.1 alternate haplotype	1550995	1550995	2023-04-29	246814	species	GCA_949987765	1	[""Vespertilio pygmaeus""]	NA	NA	NA	Pipistrellus pygmaeus	Pipistrellus	Vespertilionidae	Chiroptera	Mammalia	NA	NA	1764844953	1764844936	348	348	2717	2716	NA	2716	43	NA	NA	PRJEB40665;PRJEB43510;PRJEB61049;PRJEB61582;PRJNA489243;PRJNA489245;PRJNA533106	Scaffold	male	NA	WELLCOME SANGER INSTITUTE	NA	NA	NA	NA	NA	VGP	PRJEB61582	PacBio,Arima2	true	false	mammal
